Nx Ny Nh g path_to_PH
58 52 0.00508437 0.0160117 0.0120521 0.00283554
58 53 0.0112938 0.0181433 0.0111565 0.00441637
58 54 0.0201662 0.0189104 0.0134518 0.00807562
58 55 0.0228456 0.0128147 0.0131276 0.00761583
58 56 0.0212288 0.018998 0.0128271 0.0101536
58 57 0.0127496 0.0128516 0.0112936 0.00597897
58 58 0.155195 0 0 0.0916839
58 59 0.0123602 0.0159644 0.010413 0.00504416
58 60 0.022666 0.0164081 0.0143838 0.00627752
58 61 0.021715 0.0149464 0.0121366 0.010197
58 62 0.0212362 0.0181092 0.0118241 0.0111948
58 63 0.018842 0.0183016 0.0135851 0.00948936
58 64 0.0086941 0.0124659 0.0115156 0.00421366
58 65 0.0178943 0.0212833 0.0134726 0.00963453
58 66 0.0221994 0.0155815 0.0129772 0.00816645
58 67 0.00928592 0.00778014 0.00536276 0.00520946
58 68 0.0171717 0.0160381 0.00947785 0.0101684
58 69 0.00928959 0.00910088 0.005998 0.00509862
58 70 0.0137263 0.0157823 0.0116001 0.00723842
58 71 0.00906727 0.010248 0.00607941 0.005352
58 72 0.0173728 0.0147099 0.00995719 0.00897039
59 1 0.015499 0.0128534 0.013643 0.0111105
59 2 0.00855874 0.00886763 0.00754268 0.00758472
59 3 0.0153498 0.0135702 0.0135009 0.0116933
59 4 0.00857317 0.00769044 0.00782103 0.00640016
59 5 0.0142887 0.0157182 0.0139109 0.0120334
59 6 0.00846414 0.00820584 0.00784379 0.00658556
59 7 0.0195976 0.0127733 0.0176933 0.0106978
59 8 0.018104 0.0181435 0.0165846 0.0148641
59 9 0.01902 0.0142596 0.0173674 0.011604
59 10 0.0193682 0.0146842 0.0176509 0.0121622
59 11 0.0175239 0.0174478 0.0168748 0.0134408
59 12 0.0188247 0.0159904 0.0174905 0.0127578
59 13 0.0206482 0.0129169 0.0189027 0.0104829
59 14 0.0175795 0.0173166 0.017316 0.0129139
59 15 0.0198485 0.0145126 0.0185329 0.0112852
59 16 0.0202144 0.0119889 0.0181141 0.010087
59 17 0.0188406 0.0169907 0.0168838 0.014217
59 18 0.019574 0.0135518 0.0176706 0.0111897
59 19 0.0189772 0.0146183 0.016435 0.0127748
59 20 0.0181582 0.0179637 0.0169623 0.0142494
59 21 0.0186559 0.0157793 0.0161707 0.0135226
59 22 0.0206483 0.0136939 0.0180534 0.0118045
59 23 0.0181632 0.0178321 0.0154194 0.0158452
59 24 0.0200713 0.0148693 0.0174653 0.0129043
59 25 0.0156536 0.0161243 0.013458 0.0142939
59 26 0.0174665 0.0179037 0.0142207 0.0163906
59 27 0.0160154 0.0166433 0.0134142 0.0149908
59 28 0.0171636 0.0153618 0.0146636 0.0136161
59 29 0.0164815 0.0179332 0.0137435 0.0161824
59 30 0.0172135 0.0162828 0.0146059 0.014472
59 31 0.0142685 0.0192678 0.013948 0.0152324
59 32 0.0153926 0.0183673 0.0139762 0.0155442
59 33 0.0145647 0.0191848 0.0140538 0.0153272
59 34 0.0151073 0.0174316 0.0131316 0.0152467
59 35 0.015823 0.0185014 0.0138235 0.016101
59 36 0.0153889 0.0176473 0.0132757 0.0154513
59 37 0.013778 0.0184501 0.014145 0.0140455
59 38 0.0133246 0.0206799 0.0158961 0.0135083
59 39 0.0138815 0.018872 0.0144739 0.0139544
59 40 0.0147829 0.0188696 0.0135473 0.0157863
59 41 0.0135601 0.0201199 0.015596 0.0135133
59 42 0.0150236 0.0188701 0.0137252 0.0157627
59 43 0.0161574 0.0158285 0.0153493 0.0129189
59 44 0.0131208 0.0203767 0.0161675 0.0130308
59 45 0.0160579 0.0169986 0.0154622 0.0135191
59 46 0.0136854 0.0176632 0.0150764 0.0125502
59 47 0.0100613 0.0235903 0.0197765 0.00933413
59 48 0.0137167 0.018625 0.0154452 0.0125518
59 49 0.020609 0.0134924 0.0179079 0.0116017
59 50 0.016537 0.0185684 0.016169 0.0147316
59 51 0.0199661 0.0147046 0.0173234 0.0129192
59 52 0.0140833 0.0166617 0.0188834 0.00927801
59 53 0.00572828 0.0163859 0.0154228 0.00474269
59 54 0.0137405 0.0183066 0.0191048 0.00903703
59 55 0.0205572 0.0115855 0.0173722 0.00955076
59 56 0.0190298 0.015686 0.0155788 0.0149454
59 57 0.0200206 0.0127941 0.0166844 0.0114821
59 58 0.0123602 0.010413 0.0159644 0.00504416
59 59 0.136843 0 0 0.119097
59 60 0.0121243 0.0117879 0.0155293 0.0044355
59 61 0.0197389 0.0140925 0.0169853 0.0118495
59 62 0.0190031 0.0147281 0.0141993 0.015225
59 63 0.0195619 0.0148286 0.0162489 0.0133836
59 64 0.0113869 0.0110577 0.0154301 0.00477158
59 65 0.0063201 0.0167815 0.0151987 0.00522024
59 66 0.0112101 0.012394 0.0151686 0.00415112
59 67 0.00873536 0.00734696 0.00741589 0.00629689
59 68 0.0156464 0.0132855 0.0116443 0.0134983
59 69 0.00876655 0.00759339 0.00722658 0.00683893
59 70 0.0113988 0.0144914 0.0152189 0.00767911
59 71 0.00476906 0.0103745 0.00898776 0.00413055
59 72 0.0112063 0.015548 0.0153819 0.00733
60 1 0.0167582 0.0142068 0.0117096 0.00949284
60 2 0.0094442 0.00965697 0.00638424 0.00657258
60 3 0.0169292 0.0148495 0.0115153 0.00992928
60 4 0.0095462 0.00845769 0.00666552 0.00526892
60 5 0.0159641 0.0170163 0.0117904 0.0103434
60 6 0.00908536 0.00903425 0.0067907 0.00565323
60 7 0.0216419 0.014005 0.0150393 0.00902904
60 8 0.0202524 0.0195373 0.0138812 0.013052
60 9 0.0208795 0.0155077 0.014805 0.0100684
60 10 0.0215518 0.0160481 0.0150667 0.0101443
60 11 0.0198277 0.0186129 0.0140587 0.0118882
60 12 0.0204936 0.0174895 0.0149343 0.0110937
60 13 0.0228539 0.0143414 0.0163684 0.00826929
60 14 0.0198478 0.018532 0.0145124 0.0112883
60 15 0.0215567 0.0158383 0.0158398 0.00988971
60 16 0.0220741 0.0131721 0.0155322 0.00856998
60 17 0.0209062 0.0183947 0.0142341 0.0124155
60 18 0.0216328 0.0147592 0.0149837 0.00960332
60 19 0.0206532 0.01649 0.0144187 0.0101169
60 20 0.0201284 0.0195604 0.0145032 0.0121512
60 21 0.0203598 0.0172003 0.0138603 0.0117673
60 22 0.0223885 0.0151315 0.015529 0.0100727
60 23 0.019817 0.0196569 0.0132895 0.013525
60 24 0.0218987 0.016513 0.0151966 0.0106122
60 25 0.0172022 0.017918 0.0113991 0.0120451
60 26 0.0189973 0.0198803 0.0122745 0.0138897
60 27 0.0167004 0.0190049 0.012346 0.0117893
60 28 0.0185564 0.01712 0.0128737 0.0111797
60 29 0.0178025 0.0200043 0.0120165 0.0135259
60 30 0.0186798 0.0181262 0.0126923 0.0120585
60 31 0.0164181 0.0204349 0.0113697 0.0136412
60 32 0.0166219 0.0204832 0.0122271 0.0129418
60 33 0.0142113 0.0227307 0.013631 0.0109104
60 34 0.015365 0.0203858 0.0123503 0.0113265
60 35 0.0172749 0.0203931 0.0118903 0.0136002
60 36 0.0168662 0.0193317 0.0113328 0.0132392
60 37 0.0154932 0.0199561 0.0119923 0.0122115
60 38 0.0158615 0.0215449 0.0128985 0.0122365
60 39 0.0144939 0.020774 0.0126763 0.0114745
60 40 0.0153228 0.021404 0.0121406 0.012573
60 41 0.0159185 0.0212192 0.0128474 0.0120795
60 42 0.0160709 0.0209353 0.0120894 0.0130532
60 43 0.0132676 0.0191858 0.0148077 0.00887048
60 44 0.0168979 0.0205456 0.0125499 0.012804
60 45 0.0179587 0.0179239 0.0126483 0.0119944
60 46 0.0165106 0.018165 0.0118225 0.0115767
60 47 0.0128687 0.0242689 0.0160985 0.00771023
60 48 0.0111288 0.0223416 0.0153535 0.00812754
60 49 0.0116472 0.0132112 0.0135044 0.00609965
60 50 0.0189718 0.0202667 0.0137049 0.0127158
60 51 0.0218922 0.0161142 0.0147638 0.0106708
60 52 0.0198485 0.0170382 0.0151032 0.00847252
60 53 0.0109896 0.0177536 0.0128552 0.00394647
60 54 0.00481198 0.017085 0.0136824 0.00310869
60 55 0.0127029 0.0109006 0.0130992 0.00582623
60 56 0.0205267 0.0182368 0.0140901 0.0120447
60 57 0.0215938 0.0137197 0.013967 0.0100181
60 58 0.022666 0.0143838 0.0164081 0.00627752
60 59 0.0121243 0.0155293 0.0117879 0.0044355
60 60 0.150169 0 0 0.10181
60 61 0.0185914 0.0164947 0.0153898 0.00977848
60 62 0.0205954 0.0174405 0.0130349 0.0126683
60 63 0.0206419 0.0154917 0.0131241 0.0121142
60 64 0.0220277 0.0136819 0.0147508 0.00816406
60 65 0.0171819 0.0209285 0.0152225 0.00999399
60 66 0.00820345 0.013385 0.0125914 0.00473966
60 67 0.00903962 0.00835649 0.00669251 0.00536833
60 68 0.0166654 0.0154774 0.0104715 0.0112203
60 69 0.00892611 0.00794351 0.00592181 0.00599968
60 70 0.0169634 0.0135032 0.0111837 0.00943919
60 71 0.00870876 0.0100623 0.00681362 0.00574493
60 72 0.0130512 0.0162585 0.0128863 0.00814349
61 1 0.0165081 0.0136416 0.0119907 0.00974609
61 2 0.0091278 0.00935531 0.00661413 0.00677116
61 3 0.0161559 0.0144218 0.0119369 0.0103614
61 4 0.0090241 0.00813092 0.00691418 0.00572138
61 5 0.0156894 0.0161413 0.0118751 0.011194
61 6 0.00922039 0.00853415 0.00676214 0.00595214
61 7 0.0207497 0.0135039 0.015571 0.00948276
61 8 0.0195676 0.0188927 0.0143246 0.013526
61 9 0.0204287 0.0148954 0.0150754 0.0104587
61 10 0.0204998 0.0155134 0.0155127 0.0108735
61 11 0.019263 0.0178688 0.0143373 0.0125634
61 12 0.0204541 0.0165687 0.0150721 0.0115988
61 13 0.0217854 0.0136014 0.0166599 0.00941384
61 14 0.0193675 0.0176518 0.0146839 0.0121606
61 15 0.0215519 0.0150663 0.0160489 0.010141
61 16 0.0215122 0.0127239 0.0159043 0.00881607
61 17 0.020189 0.0178479 0.0147228 0.0127923
61 18 0.0207879 0.0142281 0.0154844 0.0100608
61 19 0.020007 0.0155065 0.0146813 0.0112403
61 20 0.0196815 0.018636 0.0146709 0.0130877
61 21 0.0197901 0.0168312 0.0144283 0.0117917
61 22 0.0218504 0.0146654 0.0160994 0.0101293
61 23 0.019143 0.0190563 0.0137818 0.0139028
61 24 0.0211336 0.0158249 0.0155189 0.0113718
61 25 0.0161717 0.0175133 0.0124139 0.011918
61 26 0.018222 0.0193318 0.0129477 0.0142911
61 27 0.0168933 0.0178068 0.0119792 0.0130623
61 28 0.0180912 0.0164158 0.0131017 0.0117721
61 29 0.0172603 0.0192528 0.0123906 0.0140678
61 30 0.0180292 0.0174553 0.0132158 0.0124233
61 31 0.0150193 0.0206121 0.0125818 0.0130661
61 32 0.0165131 0.0194922 0.0123769 0.0137038
61 33 0.0162982 0.019549 0.0118492 0.0142519
61 34 0.0161098 0.0182608 0.0115352 0.0135271
61 35 0.0168528 0.0195424 0.0121909 0.0142356
61 36 0.0157873 0.0192618 0.0122688 0.0128497
61 37 0.0153169 0.0190604 0.0120098 0.0130533
61 38 0.0163295 0.0200664 0.0126092 0.0137686
61 39 0.0154319 0.0194292 0.0123441 0.0130709
61 40 0.0154569 0.0200592 0.0121449 0.0137897
61 41 0.0157735 0.0200949 0.0128499 0.0131401
61 42 0.0159321 0.0200495 0.0121104 0.0138814
61 43 0.0174173 0.0165787 0.0130249 0.0118364
61 44 0.016744 0.0196287 0.0126278 0.0137284
61 45 0.016035 0.0185418 0.0139064 0.011768
61 46 0.0130981 0.0195154 0.0141119 0.0105084
61 47 0.0156654 0.0212636 0.0144898 0.0123039
61 48 0.0164964 0.018151 0.0120774 0.012774
61 49 0.0183879 0.0155153 0.0168702 0.00956548
61 50 0.0185923 0.0194005 0.0138502 0.0135139
61 51 0.0206454 0.0155132 0.0148903 0.0114822
61 52 0.015889 0.017134 0.0159212 0.00992531
61 53 0.0192732 0.0182221 0.0141461 0.0130733
61 54 0.0193977 0.0168208 0.0141874 0.0118859
61 55 0.00758465 0.0112249 0.0146374 0.00380497
61 56 0.017134 0.0189767 0.0157719 0.010514
61 57 0.0205406 0.0148735 0.0158587 0.00784101
61 58 0.021715 0.0121366 0.0149464 0.010197
61 59 0.0197389 0.0169853 0.0140925 0.0118495
61 60 0.0185914 0.0153898 0.0164947 0.00977848
61 61 0.145253 0 0 0.10509
61 62 0.00921223 0.0163765 0.0131681 0.0044232
61 63 0.0158143 0.0203772 0.0188281 0.00408029
61 64 0.0200958 0.0145297 0.016309 0.00682889
61 65 0.0158836 0.0213162 0.0165878 0.00880159
61 66 0.00980615 0.0131901 0.0134775 0.00555179
61 67 0.000704622 0.00498711 0.00414381 0.000426181
61 68 0.00572733 0.0135137 0.00972023 0.00214414
61 69 0.00667598 0.0102835 0.00807538 0.00187983
61 70 0.0133837 0.0169208 0.0148983 0.00451304
61 71 0.00687466 0.0105101 0.00751821 0.00388431
61 72 0.00592462 0.0117881 0.00958748 0.00371693
62 1 0.0151823 0.0127481 0.0139898 0.011278
62 2 0.00827368 0.00888972 0.00783973 0.00755548
62 3 0.0149997 0.0135032 0.013915 0.011755
62 4 0.00858363 0.00748204 0.00788486 0.00665817
62 5 0.0144579 0.0151521 0.0138481 0.0127348
62 6 0.00849695 0.00795189 0.00786479 0.00693642
62 7 0.0192715 0.012613 0.0180682 0.0109018
62 8 0.0175512 0.0181477 0.0171805 0.0148714
62 9 0.0186965 0.0140858 0.0177542 0.0118103
62 10 0.0192635 0.0143376 0.0178687 0.0125646
62 11 0.0173313 0.0171433 0.0171433 0.0138214
62 12 0.0187626 0.0155653 0.0176163 0.013312
62 13 0.0205745 0.01256 0.0191039 0.0108892
62 14 0.0175236 0.0168752 0.0174476 0.0134413
62 15 0.019828 0.0140587 0.0186142 0.011886
62 16 0.0198265 0.0118833 0.018553 0.0102432
62 17 0.0181987 0.0170954 0.0175804 0.0141173
62 18 0.0191726 0.0134607 0.0181466 0.0112967
62 19 0.0187896 0.0143488 0.0167428 0.0131204
62 20 0.0182562 0.0173735 0.0169688 0.0150023
62 21 0.0184942 0.0154476 0.0164238 0.0140333
62 22 0.0202646 0.0135561 0.0184716 0.0120209
62 23 0.0177493 0.0177038 0.0158473 0.0159341
62 24 0.0196351 0.0147977 0.0180004 0.0129407
62 25 0.0154766 0.015896 0.0137161 0.0146271
62 26 0.0171215 0.0177746 0.0146816 0.0166748
62 27 0.0157872 0.0164364 0.0137582 0.0152757
62 28 0.0169533 0.015057 0.0149196 0.0139528
62 29 0.0163493 0.0175214 0.0139056 0.0165968
62 30 0.0169913 0.016006 0.0148616 0.0147305
62 31 0.014739 0.018433 0.0136715 0.0162909
62 32 0.0156444 0.0177945 0.0139085 0.0163101
62 33 0.0150214 0.0183727 0.0138155 0.0163366
62 34 0.0149217 0.017083 0.0133829 0.0155913
62 35 0.0151637 0.0185349 0.0144507 0.0159941
62 36 0.0152211 0.0172876 0.0134784 0.0158617
62 37 0.0142649 0.0177731 0.0139777 0.0149644
62 38 0.014738 0.0190405 0.0148891 0.0155327
62 39 0.0144041 0.0181132 0.0142492 0.0150167
62 40 0.0142314 0.0188956 0.0140947 0.0157758
62 41 0.0127446 0.0203288 0.0163249 0.0132986
62 42 0.0144433 0.0189112 0.0142965 0.0157019
62 43 0.0153821 0.0161376 0.0161349 0.0127228
62 44 0.0134394 0.0200445 0.0164031 0.0136697
62 45 0.015233 0.0173789 0.0163607 0.013076
62 46 0.0136989 0.0171903 0.0150461 0.0131573
62 47 0.012768 0.0211012 0.0179789 0.0127965
62 48 0.0137431 0.0180925 0.0153969 0.0132574
62 49 0.0171457 0.0143651 0.01949 0.01003
62 50 0.0127623 0.0211113 0.019202 0.0115807
62 51 0.0165524 0.0159175 0.0193039 0.0101303
62 52 0.0176909 0.0147431 0.017243 0.0125641
62 53 0.0168734 0.0171603 0.0167744 0.0145988
62 54 0.0172519 0.0160651 0.0171731 0.0131721
62 55 0.0116662 0.0101201 0.0162582 0.00438099
62 56 0.00719656 0.0147977 0.0152749 0.00581808
62 57 0.0113974 0.0115988 0.0158905 0.00388905
62 58 0.0212362 0.0118241 0.0181092 0.0111948
62 59 0.0190031 0.0141993 0.0147281 0.015225
62 60 0.0205954 0.0130349 0.0174405 0.0126683
62 61 0.00921223 0.0131681 0.0163765 0.0044232
62 62 0.13484 0 0 0.121501
62 63 0.00902603 0.0144645 0.016323 0.00357504
62 64 0.0186622 0.0128807 0.0181302 0.00925782
62 65 0.0185425 0.01657 0.0156873 0.0155397
62 66 0.0184286 0.0137013 0.0172308 0.011374
62 67 0.00468105 0.00847631 0.00880737 0.00309401
62 68 0.00299548 0.0131787 0.0119676 0.00251623
62 69 0.00460828 0.00913335 0.00888338 0.00273879
62 70 0.0135226 0.0137648 0.0149045 0.00879061
62 71 0.00837869 0.0084438 0.0073729 0.0074202
62 72 0.0136245 0.0140145 0.0143645 0.0101909
63 1 0.0159641 0.0133909 0.0129818 0.0105785
63 2 0.00894825 0.00914213 0.00710782 0.0073012
63 3 0.0160037 0.0140494 0.0127702 0.0111462
63 4 0.00908925 0.00791981 0.0073243 0.00607991
63 5 0.0152644 0.0159515 0.0128947 0.0118249
63 6 0.00871441 0.00847785 0.00745566 0.00639556
63 7 0.0205029 0.0131905 0.0166605 0.0101713
63 8 0.0191288 0.0185324 0.0154606 0.0144749
63 9 0.0197052 0.0147053 0.0164144 0.01124
63 10 0.020455 0.0150727 0.0165681 0.0116004
63 11 0.0187635 0.0176158 0.0155643 0.0133132
63 12 0.0195014 0.0164912 0.0164907 0.0124339
63 13 0.0217894 0.0133236 0.0178386 0.00980247
63 14 0.0188252 0.0174905 0.0159889 0.0127599
63 15 0.0204948 0.0149337 0.0174898 0.0110929
63 16 0.0209428 0.0123982 0.0171841 0.00962374
63 17 0.0197638 0.0174598 0.0158597 0.0137537
63 18 0.0203974 0.0139864 0.0166389 0.0107875
63 19 0.0197217 0.0153292 0.0157661 0.01182
63 20 0.0191623 0.0184096 0.0159353 0.0137984
63 21 0.0192882 0.0162858 0.0154273 0.0130814
63 22 0.0213185 0.0142342 0.0172089 0.0112386
63 23 0.0187652 0.018635 0.0147968 0.0149629
63 24 0.0208112 0.0155036 0.0166706 0.0121624
63 25 0.0163449 0.016746 0.0127098 0.013565
63 26 0.0179559 0.0188579 0.013775 0.0154049
63 27 0.0162468 0.0175717 0.0132359 0.0137975
63 28 0.0176652 0.0160729 0.0141791 0.012631
63 29 0.0168963 0.0188904 0.0133198 0.0150589
63 30 0.0177499 0.0169727 0.0140226 0.0136613
63 31 0.0157189 0.0191358 0.0125419 0.0153726
63 32 0.0163008 0.0189321 0.0131231 0.0149855
63 33 0.0150101 0.020077 0.0135951 0.0142897
63 34 0.0152213 0.0185891 0.0129611 0.0137246
63 35 0.0165461 0.019126 0.0130534 0.0153399
63 36 0.0160705 0.0180848 0.012542 0.0148484
63 37 0.0148666 0.0187876 0.0130777 0.0138951
63 38 0.0159471 0.0196775 0.0135702 0.0148011
63 39 0.0150541 0.019059 0.0132938 0.0140478
63 40 0.0153585 0.0196492 0.0128251 0.0149746
63 41 0.015373 0.0197847 0.0138332 0.0139914
63 42 0.0153586 0.01965 0.0132405 0.0148175
63 43 0.0156288 0.0171247 0.015 0.011922
63 44 0.0163011 0.019324 0.013691 0.0146428
63 45 0.0168197 0.0174649 0.014345 0.0132696
63 46 0.0159359 0.0171219 0.0128717 0.0132268
63 47 0.0150752 0.0211802 0.0158675 0.0127185
63 48 0.0127377 0.0201731 0.0155982 0.0113701
63 49 0.0207947 0.0139038 0.0165822 0.0113852
63 50 0.0180857 0.0191493 0.0150986 0.0143205
63 51 0.0172926 0.0167833 0.0178747 0.0107893
63 52 0.0192866 0.0153097 0.0156014 0.0119
63 53 0.0187508 0.0179365 0.0154734 0.0137525
63 54 0.0149939 0.0184343 0.0173324 0.0109801
63 55 0.0207543 0.0131075 0.0174561 0.00742165
63 56 0.0166718 0.0189223 0.0172244 0.0105837
63 57 0.00716996 0.0125273 0.0153402 0.00426873
63 58 0.018842 0.0135851 0.0183016 0.00948936
63 59 0.0195619 0.0162489 0.0148286 0.0133836
63 60 0.0206419 0.0131241 0.0154917 0.0121142
63 61 0.0158143 0.0188281 0.0203772 0.00408029
63 62 0.00902603 0.016323 0.0144645 0.00357504
63 63 0.142184 0 0 0.113108
63 64 0.0099105 0.011584 0.0149257 0.00525338
63 65 0.0159182 0.0202243 0.0170448 0.0111017
63 66 0.0195864 0.014909 0.0163944 0.00968226
63 67 0.00658105 0.00968832 0.00867055 0.0020115
63 68 0.0055666 0.0134315 0.0106899 0.0016281
63 69 0.000676584 0.005239 0.00451193 0.000464285
63 70 0.00586004 0.0108659 0.0104918 0.00396709
63 71 0.00687695 0.0100254 0.00784151 0.00499235
63 72 0.0133048 0.016739 0.0151815 0.00680898
64 1 0.0163807 0.0137908 0.0105879 0.00852433
64 2 0.0090925 0.00949136 0.00585186 0.00585735
64 3 0.0163348 0.0145542 0.010431 0.00895335
64 4 0.00926803 0.00811323 0.00594729 0.00503349
64 5 0.0159697 0.0161004 0.0102658 0.00991557
64 6 0.00926351 0.00852686 0.00590093 0.00529678
64 7 0.0207996 0.0136525 0.0136517 0.00821055
64 8 0.0194891 0.01918 0.0126644 0.0116815
64 9 0.0204441 0.0150462 0.0132588 0.00906457
64 10 0.0207509 0.0155722 0.0135035 0.00948291
64 11 0.0192721 0.0180691 0.012613 0.0109006
64 12 0.020503 0.0166615 0.0131901 0.01017
64 13 0.0221881 0.0136869 0.0144878 0.00810978
64 14 0.0195982 0.0176942 0.0127728 0.0106974
64 15 0.0216441 0.015039 0.0140055 0.0090268
64 16 0.0213043 0.0128767 0.014073 0.00768481
64 17 0.0201068 0.0181246 0.0130208 0.0110457
64 18 0.0209347 0.0144529 0.0135986 0.00856107
64 19 0.0201305 0.0157265 0.0128904 0.00966041
64 20 0.0199741 0.0186189 0.0127237 0.0115717
64 21 0.0198853 0.016873 0.0126721 0.0103085
64 22 0.0218565 0.0147157 0.0141169 0.00892069
64 23 0.0192649 0.0191387 0.0120365 0.012172
64 24 0.0212735 0.0160574 0.0136698 0.00969532
64 25 0.0166019 0.0172979 0.0105952 0.0106808
64 26 0.0183296 0.0194689 0.0113323 0.012487
64 27 0.0167797 0.018209 0.0107449 0.0109581
64 28 0.018078 0.0165732 0.0116421 0.0100423
64 29 0.0174089 0.0193253 0.0108325 0.0122998
64 30 0.0182596 0.0175048 0.0114378 0.0108861
64 31 0.015413 0.0203001 0.0108622 0.0116427
64 32 0.0169061 0.0193246 0.0106432 0.0122017
64 33 0.0161424 0.0200667 0.0106252 0.0120784
64 34 0.0156729 0.0190226 0.0106317 0.0110489
64 35 0.0167216 0.0199389 0.0109092 0.0121915
64 36 0.0162906 0.0189019 0.0104479 0.0116308
64 37 0.0137035 0.0203713 0.0116076 0.0101905
64 38 0.0161714 0.0203996 0.0112652 0.0117415
64 39 0.0158552 0.0193535 0.0105794 0.0115642
64 40 0.0153601 0.0205151 0.0108135 0.0117762
64 41 0.0161461 0.0200385 0.0111273 0.0116823
64 42 0.015727 0.0203813 0.0108615 0.0118736
64 43 0.0147236 0.0179365 0.0125663 0.00929817
64 44 0.0154932 0.0207545 0.0119311 0.0109392
64 45 0.0170566 0.018236 0.0117694 0.0105925
64 46 0.0148127 0.018408 0.0113029 0.0102067
64 47 0.0167586 0.0207674 0.0122314 0.0113175
64 48 0.0153945 0.0189138 0.0112151 0.0107233
64 49 0.0204531 0.014104 0.0131951 0.00940514
64 50 0.0182295 0.019722 0.0122813 0.011567
64 51 0.0181259 0.0165973 0.0139135 0.00919483
64 52 0.0154195 0.0174485 0.0140236 0.00840046
64 53 0.0169142 0.0197751 0.0135347 0.00939991
64 54 0.0191252 0.0170131 0.0124201 0.0103187
64 55 0.0218306 0.0120268 0.0130637 0.00737965
64 56 0.0207161 0.017233 0.012315 0.0111844
64 57 0.0119375 0.0123957 0.0118102 0.00578113
64 58 0.0086941 0.0115156 0.0124659 0.00421366
64 59 0.0113869 0.0154301 0.0110577 0.00477158
64 60 0.0220277 0.0147508 0.0136819 0.00816406
64 61 0.0200958 0.016309 0.0145297 0.00682889
64 62 0.0186622 0.0181302 0.0128807 0.00925782
64 63 0.0099105 0.0149257 0.011584 0.00525338
64 64 0.146079 0 0 0.0918149
64 65 0.00952971 0.0175878 0.011475 0.00351239
64 66 0.0191422 0.0164448 0.0147247 0.0049151
64 67 0.00881088 0.00863574 0.00629718 0.0035248
64 68 0.0142627 0.0170982 0.0111468 0.00739052
64 69 0.00522557 0.00905116 0.0064305 0.00299023
64 70 0.00346351 0.0116819 0.00875021 0.00187545
64 71 0.00507718 0.0104003 0.00658705 0.00226105
64 72 0.0140566 0.0165837 0.0122567 0.00451509
65 1 0.0151015 0.0129969 0.0150664 0.0118572
65 2 0.00807224 0.00919539 0.00857728 0.0077863
65 3 0.0148677 0.0138395 0.0150424 0.0122685
65 4 0.00872635 0.00747959 0.0083307 0.00715876
65 5 0.014958 0.0148893 0.0143823 0.0140327
65 6 0.00867785 0.00788059 0.00826207 0.00756162
65 7 0.0194884 0.012664 0.0191788 0.0116828
65 8 0.017439 0.0185104 0.0185108 0.0156532
65 9 0.0189141 0.0141172 0.0188219 0.0127184
65 10 0.0195677 0.0143248 0.0188927 0.0135271
65 11 0.0175507 0.0171802 0.0181478 0.0148711
65 12 0.0191275 0.0154611 0.0185328 0.0144741
65 13 0.0209149 0.0125268 0.0201921 0.0117482
65 14 0.0181035 0.0165845 0.0181432 0.0148647
65 15 0.0202526 0.0138804 0.0195386 0.0130503
65 16 0.0198352 0.012062 0.0198735 0.0108232
65 17 0.017844 0.0176746 0.0191733 0.0145665
65 18 0.0191366 0.013733 0.0194812 0.0118562
65 19 0.0189387 0.0144675 0.0178692 0.0139824
65 20 0.0186841 0.0172262 0.0178208 0.0163674
65 21 0.0186302 0.015547 0.0175451 0.0150163
65 22 0.020245 0.013772 0.0198314 0.0126741
